paper_id,title,pub_date,journal,abstract
paper_41355ba5c8,Towards Diagnostic Imaging,2023-01-18,Nature Communications,Reports improvements in safety using ML optimisation.
paper_321d094fbd,Towards Car-T Manufacturing,2014-08-06,J. Med. Chem.,Reports improvements in throughput using microfabrication.
paper_e26f7ca23c,On Graphene Membranes,2022-01-31,IEEE TBME,Reports improvements in yield using microfabrication.
paper_9115ef52b6,Benchmarking Ai-Driven Medicinal Chemistry,2025-03-30,Nature Communications,Reports improvements in yield using microfabrication.
paper_1a3905be55,Towards Lab-On-A-Chip,2021-03-26,J. Med. Chem.,Reports improvements in efficacy using closed-loop control.
paper_fb5faa9acd,Engineering Diagnostic Imaging,2015-04-17,Science Advances,Reports improvements in stability using novel reagent.
paper_44660b534e,On Car-T Manufacturing,2023-04-04,BioRxiv,Reports improvements in throughput using microfabrication.
paper_8c77de69d2,Engineering Graphene Membranes,2015-08-02,BioRxiv,Reports improvements in efficacy using ML optimisation.
paper_778195fa7d,A study of Photovoltaic Perovskites,2023-11-30,medRxiv,Reports improvements in efficacy using closed-loop control.
paper_29605c927c,Towards Photovoltaic Perovskites,2023-05-09,medRxiv,Reports improvements in stability using closed-loop control.
paper_3f01ef67d1,A study of Bioprinting,2010-12-22,Sci Reports,Reports improvements in efficacy using closed-loop control.
paper_9b49b259b8,Benchmarking Nanopore Sequencing,2019-03-30,Sci Reports,Reports improvements in efficacy using microfabrication.
paper_ad0148ea60,Towards Protein Engineering,2024-03-30,J. Med. Chem.,Reports improvements in stability using microfabrication.
paper_404bb35059,A study of Single-Cell Multiomics,2016-01-03,J. Med. Chem.,Reports improvements in safety using closed-loop control.
paper_2e57c8a8e0,On Biosensors,2020-04-18,Sci Reports,Reports improvements in yield using ML optimisation.
paper_9a484a2a9b,A study of Robotic Prosthetics,2015-02-25,Sci Reports,Reports improvements in yield using closed-loop control.
paper_3c813b4cbd,Towards Car-T Manufacturing,2020-01-29,Nature Communications,Reports improvements in safety using closed-loop control.
paper_7cac3f3060,On Protein Engineering,2020-06-21,Sci Reports,Reports improvements in efficacy using ML optimisation.
paper_115b157f2a,Benchmarking Ultrafast Li-Ion Charging,2020-01-05,IEEE TBME,Reports improvements in yield using microfabrication.
paper_4b857cf841,A study of Bioprinting,2023-10-11,Nature Communications,Reports improvements in yield using ML optimisation.
paper_bcd0020b6a,Towards Diagnostic Imaging,2018-03-04,medRxiv,Reports improvements in efficacy using novel reagent.
paper_0cf57c4760,On Wearable Health Sensors,2022-03-12,Science Advances,Reports improvements in safety using microfabrication.
paper_648dd277e9,On Gene Editing (Crispr),2018-04-29,IEEE TBME,Reports improvements in stability using novel reagent.
paper_f0c79ca422,Engineering Bioprinting,2023-06-27,BioRxiv,Reports improvements in throughput using closed-loop control.
paper_3eb679462e,Towards Photovoltaic Perovskites,2016-12-15,Science Advances,Reports improvements in efficacy using closed-loop control.
paper_99b6fdbb12,A study of Lab-On-A-Chip,2022-05-23,IEEE TBME,Reports improvements in efficacy using ML optimisation.
paper_20119b40a8,A study of Bioreactor Control,2010-08-20,medRxiv,Reports improvements in yield using microfabrication.
paper_d43ef0a3e4,Engineering Microfluidics,2024-07-31,J. Med. Chem.,Reports improvements in efficacy using novel reagent.
paper_3a699cf8e4,A study of Lab-On-A-Chip,2015-02-22,J. Med. Chem.,Reports improvements in safety using ML optimisation.
paper_4ac999325d,A study of Gene Editing (Crispr),2015-04-06,Science Advances,Reports improvements in efficacy using novel reagent.
paper_a5470f0bd7,Towards Solid-State Cooling,2017-07-30,Sci Reports,Reports improvements in safety using ML optimisation.
paper_6a478c5591,Towards Ultrafast Li-Ion Charging,2025-01-17,BioRxiv,Reports improvements in throughput using novel reagent.
paper_f7b4df5247,Benchmarking Mrna Therapeutics,2021-08-26,Science Advances,Reports improvements in safety using microfabrication.
paper_dd34e643a4,On Nanopore Sequencing,2024-07-09,J. Med. Chem.,Reports improvements in safety using ML optimisation.
paper_2f0b18bdd5,On Diagnostic Imaging,2013-06-18,BioRxiv,Reports improvements in stability using closed-loop control.
paper_1560359abc,Towards Biosensors,2012-03-11,Science Advances,Reports improvements in efficacy using novel reagent.
paper_94465a04be,Benchmarking Graphene Membranes,2017-04-03,BioRxiv,Reports improvements in yield using microfabrication.
paper_b3e4fb8219,Benchmarking Lab-On-A-Chip,2016-04-24,BioRxiv,Reports improvements in efficacy using closed-loop control.
paper_3fc9be3f6d,Engineering Ai-Driven Medicinal Chemistry,2023-02-10,Sci Reports,Reports improvements in throughput using ML optimisation.
paper_d23a618934,On Single-Cell Multiomics,2016-05-07,Science Advances,Reports improvements in efficacy using novel reagent.
paper_924d732073,Benchmarking Microfluidics,2016-05-07,J. Med. Chem.,Reports improvements in efficacy using microfabrication.
paper_79c69cd3de,A study of Graphene Membranes,2015-01-08,Sci Reports,Reports improvements in stability using closed-loop control.
paper_143fe4d0ad,A study of Wearable Health Sensors,2023-03-31,BioRxiv,Reports improvements in efficacy using ML optimisation.
paper_a61dacd57b,Engineering Nanopore Sequencing,2019-02-11,IEEE TBME,Reports improvements in efficacy using closed-loop control.
paper_18888fb0f1,Towards Graphene Membranes,2021-09-08,BioRxiv,Reports improvements in efficacy using closed-loop control.
paper_60514562aa,On Wearable Health Sensors,2019-04-14,J. Med. Chem.,Reports improvements in stability using closed-loop control.
paper_d990a61454,A study of Nanopore Sequencing,2017-05-27,BioRxiv,Reports improvements in safety using ML optimisation.
paper_8d61d394e2,Benchmarking Ai-Driven Medicinal Chemistry,2022-09-08,IEEE TBME,Reports improvements in safety using ML optimisation.
paper_f4ea541ad7,A study of Photovoltaic Perovskites,2014-02-09,Nature Communications,Reports improvements in throughput using ML optimisation.
paper_9a740c3c3c,Towards Ultrafast Li-Ion Charging,2021-06-12,J. Med. Chem.,Reports improvements in throughput using ML optimisation.
paper_56c836e2eb,A study of Robotic Prosthetics,2025-05-02,Nature Communications,Reports improvements in efficacy using closed-loop control.
paper_8d17840477,On Mrna Therapeutics,2018-12-24,Sci Reports,Reports improvements in efficacy using microfabrication.
paper_f8129b3fcf,On Wearable Health Sensors,2014-09-11,IEEE TBME,Reports improvements in stability using microfabrication.
paper_90eadb013b,On Bioreactor Control,2012-11-03,BioRxiv,Reports improvements in yield using ML optimisation.
paper_7818b16db5,A study of Battery Chemistry,2023-05-17,Science Advances,Reports improvements in yield using microfabrication.
paper_096121ad31,Towards Microfluidics,2011-08-25,medRxiv,Reports improvements in yield using novel reagent.
paper_1cbc0e0f79,A study of Protein Engineering,2020-01-04,medRxiv,Reports improvements in throughput using ML optimisation.
paper_f9651825d9,Engineering Solid-State Cooling,2018-12-04,Science Advances,Reports improvements in throughput using novel reagent.
paper_9475888a6c,On Bioreactor Control,2018-07-13,IEEE TBME,Reports improvements in safety using novel reagent.
paper_6f8a8238a3,A study of Solid-State Cooling,2014-04-01,BioRxiv,Reports improvements in throughput using closed-loop control.
paper_c6bbcacc6f,A study of Bioprinting,2012-07-06,BioRxiv,Reports improvements in efficacy using closed-loop control.
paper_817d9a3872,Towards Diagnostic Imaging,2021-10-07,Science Advances,Reports improvements in efficacy using microfabrication.
paper_969da3d7ac,A study of Protein Engineering,2024-06-15,Nature Communications,Reports improvements in throughput using novel reagent.
paper_ae7c9f5bf2,Benchmarking Biosensors,2020-05-31,Nature Communications,Reports improvements in safety using novel reagent.
paper_ba8030a04f,Towards Mrna Therapeutics,2017-03-22,BioRxiv,Reports improvements in safety using novel reagent.
paper_39edf2cdc7,Engineering Robotic Prosthetics,2010-08-16,BioRxiv,Reports improvements in efficacy using microfabrication.
paper_2155a21b48,Engineering Car-T Manufacturing,2024-07-19,J. Med. Chem.,Reports improvements in stability using ML optimisation.
paper_ff4c69ab23,On Protein Engineering,2016-03-06,Sci Reports,Reports improvements in safety using closed-loop control.
paper_33aebf3491,A study of Nanopore Sequencing,2023-08-07,J. Med. Chem.,Reports improvements in safety using closed-loop control.
paper_bc17fe044f,Towards Biosensors,2024-08-29,Science Advances,Reports improvements in throughput using microfabrication.
paper_bbe214b149,Engineering Diagnostic Imaging,2015-04-03,medRxiv,Reports improvements in safety using ML optimisation.
paper_4e7a89cde4,Benchmarking Single-Cell Multiomics,2013-09-14,Nature Communications,Reports improvements in safety using microfabrication.
paper_0fd05890ce,A study of Graphene Membranes,2018-01-14,IEEE TBME,Reports improvements in efficacy using microfabrication.
paper_54b57ef22a,Engineering Mrna Therapeutics,2015-06-01,BioRxiv,Reports improvements in yield using novel reagent.
paper_ebd62defda,Benchmarking Gene Editing (Crispr),2011-05-08,Nature Communications,Reports improvements in stability using microfabrication.
paper_a73cae6da2,Engineering Robotic Prosthetics,2022-11-09,IEEE TBME,Reports improvements in throughput using closed-loop control.
paper_6a17c5788b,Engineering Single-Cell Multiomics,2017-07-11,J. Med. Chem.,Reports improvements in safety using novel reagent.
paper_5359c94179,Towards Robotic Prosthetics,2017-08-22,Sci Reports,Reports improvements in stability using ML optimisation.
paper_03fadd6076,Towards Ultrafast Li-Ion Charging,2021-05-17,IEEE TBME,Reports improvements in throughput using closed-loop control.
paper_0935965ded,On Photovoltaic Perovskites,2022-08-27,Sci Reports,Reports improvements in throughput using novel reagent.
paper_eb7b36199b,Benchmarking Wearable Health Sensors,2025-06-20,BioRxiv,Reports improvements in throughput using closed-loop control.
paper_025ad30115,A study of Battery Chemistry,2017-02-12,Sci Reports,Reports improvements in stability using closed-loop control.
paper_7bbe448c57,Towards Bioprinting,2015-01-21,J. Med. Chem.,Reports improvements in efficacy using novel reagent.
paper_7c1fd3f866,On Nanopore Sequencing,2019-08-21,medRxiv,Reports improvements in efficacy using ML optimisation.
paper_1ca9e57302,On Gene Editing (Crispr),2017-05-16,Science Advances,Reports improvements in efficacy using ML optimisation.
paper_56021327ae,A study of Nanopore Sequencing,2024-12-19,IEEE TBME,Reports improvements in safety using microfabrication.
paper_892b5e82d0,A study of Protein Engineering,2023-06-14,IEEE TBME,Reports improvements in yield using ML optimisation.
paper_e8e80e92a4,Towards Battery Chemistry,2025-06-08,Science Advances,Reports improvements in safety using microfabrication.
paper_d92b044cbd,Engineering Car-T Manufacturing,2015-01-25,Sci Reports,Reports improvements in yield using novel reagent.
paper_3bd2eacdba,Engineering Nanopore Sequencing,2012-10-11,BioRxiv,Reports improvements in safety using microfabrication.
paper_af294269fe,Engineering Photovoltaic Perovskites,2018-05-03,Nature Communications,Reports improvements in efficacy using microfabrication.
paper_dab3940ea4,Towards Wearable Health Sensors,2013-09-29,IEEE TBME,Reports improvements in efficacy using ML optimisation.
paper_654dc70c31,Engineering Protein Engineering,2022-12-28,IEEE TBME,Reports improvements in efficacy using microfabrication.
paper_736a1a0336,Benchmarking Car-T Manufacturing,2024-11-17,IEEE TBME,Reports improvements in throughput using ML optimisation.
paper_a76ea38e64,A study of Ai-Driven Medicinal Chemistry,2024-04-02,IEEE TBME,Reports improvements in throughput using closed-loop control.
paper_394379c314,A study of Diagnostic Imaging,2021-08-04,Science Advances,Reports improvements in safety using microfabrication.
paper_3d22e41cbc,Engineering Diagnostic Imaging,2024-04-23,Nature Communications,Reports improvements in yield using closed-loop control.
paper_48c002a3c4,Towards Mrna Therapeutics,2023-03-03,IEEE TBME,Reports improvements in efficacy using novel reagent.
paper_1d9ef36939,Towards Ai-Driven Medicinal Chemistry,2013-09-02,J. Med. Chem.,Reports improvements in efficacy using microfabrication.
paper_732b9d7a9e,A study of Robotic Prosthetics,2020-11-05,J. Med. Chem.,Reports improvements in yield using closed-loop control.
paper_7bd1c9d685,A study of Photovoltaic Perovskites,2010-10-14,Nature Communications,Reports improvements in safety using novel reagent.
paper_431eadfcfd,Benchmarking Biosensors,2019-02-07,J. Med. Chem.,Reports improvements in stability using microfabrication.
paper_256ca26cba,Benchmarking Bioprinting,2021-06-01,Nature Communications,Reports improvements in safety using ML optimisation.
paper_27eebe0c96,Benchmarking Ultrafast Li-Ion Charging,2023-08-06,IEEE TBME,Reports improvements in stability using closed-loop control.
paper_21410a182f,Towards Solid-State Cooling,2023-03-13,Sci Reports,Reports improvements in stability using ML optimisation.
paper_c35ddd7f12,Towards Protein Engineering,2017-08-30,IEEE TBME,Reports improvements in yield using closed-loop control.
paper_6dd7278660,Engineering Wearable Health Sensors,2017-05-24,BioRxiv,Reports improvements in throughput using closed-loop control.
paper_b4c0e7d762,Towards Diagnostic Imaging,2016-09-23,Sci Reports,Reports improvements in yield using closed-loop control.
paper_3426363083,Engineering Wearable Health Sensors,2012-11-01,BioRxiv,Reports improvements in stability using microfabrication.
paper_475daf3ea1,Benchmarking Bioreactor Control,2011-07-20,IEEE TBME,Reports improvements in efficacy using ML optimisation.
paper_be04204d9c,On Ultrafast Li-Ion Charging,2021-07-03,BioRxiv,Reports improvements in efficacy using closed-loop control.
paper_787cc424b2,Engineering Gene Editing (Crispr),2014-02-03,IEEE TBME,Reports improvements in yield using closed-loop control.
paper_9cfc9092c4,Towards Ai-Driven Medicinal Chemistry,2019-03-18,BioRxiv,Reports improvements in yield using microfabrication.
paper_ae2920479d,Benchmarking Nanopore Sequencing,2020-08-19,medRxiv,Reports improvements in efficacy using ML optimisation.
paper_3c85da73da,Benchmarking Microfluidics,2019-11-29,Sci Reports,Reports improvements in efficacy using novel reagent.
paper_8acd648063,Engineering Biosensors,2020-11-24,BioRxiv,Reports improvements in efficacy using ML optimisation.
paper_45e24fc0cf,Engineering Bioprinting,2022-11-01,Nature Communications,Reports improvements in efficacy using microfabrication.
paper_77a1ad78b3,A study of Ai-Driven Medicinal Chemistry,2022-08-28,J. Med. Chem.,Reports improvements in yield using closed-loop control.
paper_bda420f6d8,A study of Battery Chemistry,2016-02-13,medRxiv,Reports improvements in stability using novel reagent.
paper_43c730108d,Benchmarking Bioprinting,2019-11-05,Sci Reports,Reports improvements in yield using novel reagent.
paper_f8ba55a893,A study of Nanopore Sequencing,2025-11-04,BioRxiv,Reports improvements in yield using closed-loop control.
paper_5240c7b621,Benchmarking Wearable Health Sensors,2014-07-24,J. Med. Chem.,Reports improvements in safety using ML optimisation.
paper_4a6d762c68,Engineering Protein Engineering,2011-02-17,Sci Reports,Reports improvements in stability using closed-loop control.
paper_b315687d93,Benchmarking Car-T Manufacturing,2018-09-17,J. Med. Chem.,Reports improvements in safety using closed-loop control.
paper_8ec49c6f02,Towards Battery Chemistry,2019-03-08,Science Advances,Reports improvements in efficacy using microfabrication.
paper_86c18a23df,Benchmarking Gene Editing (Crispr),2015-08-03,J. Med. Chem.,Reports improvements in safety using closed-loop control.
paper_ed611ef0d8,Benchmarking Diagnostic Imaging,2019-06-11,Nature Communications,Reports improvements in throughput using ML optimisation.
paper_e5ad449b78,On Ultrafast Li-Ion Charging,2010-10-24,medRxiv,Reports improvements in yield using novel reagent.
paper_b7c9f354fe,Benchmarking Biosensors,2015-03-20,IEEE TBME,Reports improvements in efficacy using ML optimisation.
paper_7124f4ee46,A study of Protein Engineering,2011-04-19,Nature Communications,Reports improvements in stability using closed-loop control.
paper_c4c4227aa5,On Robotic Prosthetics,2018-10-31,IEEE TBME,Reports improvements in safety using microfabrication.
paper_0ffa6ea813,Engineering Solid-State Cooling,2022-07-13,IEEE TBME,Reports improvements in throughput using microfabrication.
paper_23ec4bdeb1,Engineering Robotic Prosthetics,2019-10-04,Nature Communications,Reports improvements in efficacy using novel reagent.
paper_de9895b592,A study of Ultrafast Li-Ion Charging,2022-09-27,Sci Reports,Reports improvements in yield using ML optimisation.
paper_11bb803885,Engineering Solid-State Cooling,2014-10-03,Sci Reports,Reports improvements in safety using ML optimisation.
paper_81f9fcaa1e,Engineering Ai-Driven Medicinal Chemistry,2024-02-10,Sci Reports,Reports improvements in efficacy using novel reagent.
paper_da8cfd2580,A study of Biosensors,2022-12-18,IEEE TBME,Reports improvements in efficacy using microfabrication.
paper_b68ff61934,Towards Mrna Therapeutics,2025-06-03,Sci Reports,Reports improvements in yield using novel reagent.
paper_bd125e916d,Benchmarking Biosensors,2013-04-24,J. Med. Chem.,Reports improvements in yield using novel reagent.
paper_da327bdcfb,A study of Robotic Prosthetics,2015-10-05,J. Med. Chem.,Reports improvements in yield using novel reagent.
paper_2bf973e884,On Lab-On-A-Chip,2012-10-02,Nature Communications,Reports improvements in throughput using ML optimisation.
paper_59582644e1,Engineering Biosensors,2016-09-09,J. Med. Chem.,Reports improvements in yield using ML optimisation.
paper_832c8e649f,Towards Mrna Therapeutics,2016-02-22,Sci Reports,Reports improvements in safety using ML optimisation.
paper_929e6c3764,Benchmarking Ultrafast Li-Ion Charging,2022-11-18,medRxiv,Reports improvements in throughput using ML optimisation.
paper_d819e38ef3,Towards Ultrafast Li-Ion Charging,2025-07-03,medRxiv,Reports improvements in safety using microfabrication.
paper_47a18f2aa4,A study of Lab-On-A-Chip,2014-09-25,Nature Communications,Reports improvements in efficacy using microfabrication.
paper_c1a2edada4,Towards Microfluidics,2021-05-10,Nature Communications,Reports improvements in throughput using closed-loop control.
paper_1ec53d0713,Towards Protein Engineering,2011-10-20,Sci Reports,Reports improvements in safety using closed-loop control.
paper_03686ce9ca,Engineering Battery Chemistry,2015-09-09,Science Advances,Reports improvements in safety using microfabrication.
paper_b7595f77ec,A study of Lab-On-A-Chip,2014-01-30,BioRxiv,Reports improvements in throughput using closed-loop control.
paper_c628a40835,On Solid-State Cooling,2023-10-23,IEEE TBME,Reports improvements in throughput using ML optimisation.
paper_2f601a851d,On Mrna Therapeutics,2018-10-18,Nature Communications,Reports improvements in efficacy using ML optimisation.
paper_a2ffff554d,Engineering Car-T Manufacturing,2011-03-01,BioRxiv,Reports improvements in efficacy using ML optimisation.
paper_2957bfa5f0,Benchmarking Graphene Membranes,2025-05-28,medRxiv,Reports improvements in yield using novel reagent.
paper_6a7c3c652f,A study of Car-T Manufacturing,2014-12-15,Nature Communications,Reports improvements in yield using closed-loop control.
paper_b403768553,Engineering Single-Cell Multiomics,2023-08-18,Science Advances,Reports improvements in yield using ML optimisation.
paper_819f4f8ddc,Benchmarking Mrna Therapeutics,2017-08-16,J. Med. Chem.,Reports improvements in safety using microfabrication.
paper_3542ce212f,Benchmarking Graphene Membranes,2018-08-19,BioRxiv,Reports improvements in safety using novel reagent.
paper_b5375b72b3,On Lab-On-A-Chip,2010-04-08,Nature Communications,Reports improvements in safety using microfabrication.
paper_e66a775e00,Benchmarking Bioprinting,2017-04-26,medRxiv,Reports improvements in safety using ML optimisation.
paper_f6d046f791,A study of Biosensors,2023-07-05,J. Med. Chem.,Reports improvements in safety using novel reagent.
paper_7754999bc9,Towards Graphene Membranes,2013-08-18,BioRxiv,Reports improvements in yield using microfabrication.
paper_6e09c68bdd,Towards Robotic Prosthetics,2012-08-12,J. Med. Chem.,Reports improvements in stability using microfabrication.
paper_5ebcd9aad8,Benchmarking Microfluidics,2012-03-26,Science Advances,Reports improvements in yield using novel reagent.
paper_6cd776991a,On Bioprinting,2012-03-12,medRxiv,Reports improvements in stability using novel reagent.
paper_c6ed031eb2,Towards Nanopore Sequencing,2021-12-16,IEEE TBME,Reports improvements in efficacy using closed-loop control.
paper_73a45605bc,Engineering Battery Chemistry,2015-04-25,Nature Communications,Reports improvements in efficacy using closed-loop control.
paper_c7429738c1,A study of Bioprinting,2014-07-14,medRxiv,Reports improvements in stability using microfabrication.
paper_37a14d4e06,Benchmarking Lab-On-A-Chip,2018-05-26,BioRxiv,Reports improvements in throughput using microfabrication.
paper_2f18130c14,Benchmarking Single-Cell Multiomics,2017-05-08,BioRxiv,Reports improvements in stability using ML optimisation.
paper_f6c150c105,Benchmarking Solid-State Cooling,2015-11-15,BioRxiv,Reports improvements in efficacy using novel reagent.
paper_0686e68a48,On Robotic Prosthetics,2012-07-11,Science Advances,Reports improvements in stability using novel reagent.
paper_42bcda8363,A study of Single-Cell Multiomics,2018-08-30,Nature Communications,Reports improvements in throughput using microfabrication.
paper_8147219acd,On Wearable Health Sensors,2018-01-10,J. Med. Chem.,Reports improvements in safety using microfabrication.
paper_10540e37af,A study of Bioreactor Control,2012-12-29,medRxiv,Reports improvements in throughput using novel reagent.
paper_92ea8654f1,Engineering Car-T Manufacturing,2016-10-01,J. Med. Chem.,Reports improvements in yield using novel reagent.
paper_cde4f193f7,A study of Nanopore Sequencing,2024-02-21,Nature Communications,Reports improvements in efficacy using novel reagent.
paper_c3d0c4bcd2,On Robotic Prosthetics,2015-08-05,Science Advances,Reports improvements in stability using closed-loop control.
paper_a9644b301e,Benchmarking Bioreactor Control,2017-06-14,Sci Reports,Reports improvements in throughput using microfabrication.
paper_526517d8cd,A study of Bioreactor Control,2016-06-04,J. Med. Chem.,Reports improvements in stability using closed-loop control.
paper_0dccf80e2f,Towards Diagnostic Imaging,2022-04-27,IEEE TBME,Reports improvements in stability using ML optimisation.
paper_f761f0a884,Towards Ultrafast Li-Ion Charging,2012-10-09,BioRxiv,Reports improvements in stability using ML optimisation.
paper_5109db5f0d,Towards Bioreactor Control,2015-11-17,Science Advances,Reports improvements in stability using closed-loop control.
paper_3cee2a5d76,On Solid-State Cooling,2022-03-17,J. Med. Chem.,Reports improvements in safety using ML optimisation.
paper_619f3e8fff,Towards Battery Chemistry,2024-07-31,BioRxiv,Reports improvements in safety using novel reagent.
paper_869d88abb6,Benchmarking Battery Chemistry,2020-09-01,medRxiv,Reports improvements in stability using ML optimisation.
paper_b509853c2d,A study of Biosensors,2017-03-22,BioRxiv,Reports improvements in throughput using closed-loop control.
paper_b51741b6a2,On Solid-State Cooling,2024-11-21,Science Advances,Reports improvements in stability using microfabrication.
paper_d247edb974,On Single-Cell Multiomics,2023-09-04,Science Advances,Reports improvements in yield using ML optimisation.
paper_7087dffdb0,On Solid-State Cooling,2016-02-24,BioRxiv,Reports improvements in throughput using closed-loop control.
paper_0962b928c6,Engineering Wearable Health Sensors,2022-04-15,Science Advances,Reports improvements in stability using ML optimisation.
paper_ae9beaff32,Engineering Robotic Prosthetics,2023-11-08,Science Advances,Reports improvements in safety using microfabrication.
paper_dc6d2aac22,A study of Wearable Health Sensors,2010-09-23,Nature Communications,Reports improvements in throughput using ML optimisation.
paper_b2f28200bf,Towards Wearable Health Sensors,2011-08-22,Nature Communications,Reports improvements in yield using microfabrication.
paper_a44783b4aa,A study of Gene Editing (Crispr),2013-09-06,IEEE TBME,Reports improvements in safety using ML optimisation.
paper_d6536c02ec,A study of Bioreactor Control,2016-09-13,Science Advances,Reports improvements in safety using ML optimisation.
paper_cf1b9d9119,On Protein Engineering,2017-01-05,BioRxiv,Reports improvements in throughput using closed-loop control.
paper_26eb9c4f52,Engineering Bioprinting,2019-02-27,Sci Reports,Reports improvements in throughput using microfabrication.
paper_74a37a45ca,A study of Single-Cell Multiomics,2025-07-28,Science Advances,Reports improvements in safety using ML optimisation.
paper_6b81190f27,On Photovoltaic Perovskites,2019-06-29,medRxiv,Reports improvements in throughput using microfabrication.
paper_f28ce21dea,Benchmarking Biosensors,2017-01-12,BioRxiv,Reports improvements in stability using microfabrication.
paper_06c80dd938,Engineering Wearable Health Sensors,2016-03-10,BioRxiv,Reports improvements in efficacy using novel reagent.
paper_2b3402f9d2,Benchmarking Ultrafast Li-Ion Charging,2024-03-12,Science Advances,Reports improvements in yield using ML optimisation.
paper_fede6c5444,Engineering Diagnostic Imaging,2024-03-25,BioRxiv,Reports improvements in stability using microfabrication.
paper_4b9b005977,Towards Nanopore Sequencing,2011-02-12,Nature Communications,Reports improvements in safety using novel reagent.
paper_5f0a8a25a2,Towards Lab-On-A-Chip,2024-06-05,medRxiv,Reports improvements in stability using microfabrication.
paper_8da5ff794d,A study of Single-Cell Multiomics,2025-06-26,medRxiv,Reports improvements in stability using microfabrication.
paper_2c695c9c3b,Towards Mrna Therapeutics,2023-12-13,Nature Communications,Reports improvements in safety using microfabrication.
paper_00f8a023d2,Engineering Bioreactor Control,2024-03-09,Nature Communications,Reports improvements in throughput using novel reagent.
paper_f8242a6747,Engineering Microfluidics,2014-07-10,Sci Reports,Reports improvements in yield using ML optimisation.
paper_b1c9204415,On Single-Cell Multiomics,2010-10-29,Sci Reports,Reports improvements in yield using ML optimisation.
paper_61d6032907,A study of Bioprinting,2022-12-08,medRxiv,Reports improvements in efficacy using closed-loop control.
paper_72d43f5aed,On Mrna Therapeutics,2022-11-09,medRxiv,Reports improvements in stability using ML optimisation.
paper_78d27577e0,Benchmarking Robotic Prosthetics,2016-02-21,BioRxiv,Reports improvements in safety using closed-loop control.
paper_90b111320f,Benchmarking Nanopore Sequencing,2021-07-24,Science Advances,Reports improvements in stability using novel reagent.
paper_e0c3bef436,A study of Solid-State Cooling,2013-12-17,Nature Communications,Reports improvements in yield using microfabrication.
paper_e971af9161,Benchmarking Mrna Therapeutics,2021-12-10,medRxiv,Reports improvements in throughput using novel reagent.
paper_65b25aa8b2,Towards Mrna Therapeutics,2019-01-07,BioRxiv,Reports improvements in throughput using ML optimisation.
paper_564065380e,Towards Wearable Health Sensors,2016-06-27,J. Med. Chem.,Reports improvements in efficacy using closed-loop control.
paper_151d258a1e,A study of Wearable Health Sensors,2011-08-03,J. Med. Chem.,Reports improvements in throughput using novel reagent.
paper_851d794104,Benchmarking Wearable Health Sensors,2017-09-05,Science Advances,Reports improvements in throughput using closed-loop control.
paper_cab0b63df0,Engineering Photovoltaic Perovskites,2017-10-06,IEEE TBME,Reports improvements in yield using ML optimisation.
paper_6e8b033b83,Engineering Nanopore Sequencing,2015-07-21,IEEE TBME,Reports improvements in safety using novel reagent.
paper_10246784a5,Engineering Photovoltaic Perovskites,2025-05-07,IEEE TBME,Reports improvements in throughput using closed-loop control.
paper_dde2e7f761,Engineering Diagnostic Imaging,2016-03-24,J. Med. Chem.,Reports improvements in throughput using microfabrication.
paper_962d3d1584,A study of Photovoltaic Perovskites,2021-07-02,Science Advances,Reports improvements in safety using microfabrication.
paper_4979249555,Towards Diagnostic Imaging,2022-06-02,J. Med. Chem.,Reports improvements in safety using ML optimisation.
paper_6f5c85401c,Towards Diagnostic Imaging,2016-08-06,Science Advances,Reports improvements in efficacy using microfabrication.
paper_6fa7e0ba40,A study of Ai-Driven Medicinal Chemistry,2023-07-11,IEEE TBME,Reports improvements in throughput using novel reagent.
paper_20fa65e861,A study of Lab-On-A-Chip,2014-01-01,IEEE TBME,Reports improvements in efficacy using closed-loop control.
paper_5b447cfb55,A study of Biosensors,2012-12-31,Nature Communications,Reports improvements in stability using closed-loop control.
paper_22889c1134,On Robotic Prosthetics,2019-10-08,Science Advances,Reports improvements in safety using closed-loop control.
paper_55895729e7,Engineering Bioreactor Control,2011-11-03,Sci Reports,Reports improvements in yield using closed-loop control.
paper_d942c4e19d,A study of Microfluidics,2020-05-20,BioRxiv,Reports improvements in throughput using novel reagent.
paper_5990c191fd,Towards Bioreactor Control,2017-10-26,IEEE TBME,Reports improvements in yield using novel reagent.
paper_d99b56bb07,Benchmarking Mrna Therapeutics,2010-06-09,Nature Communications,Reports improvements in safety using microfabrication.
paper_49ba9a0bd9,On Protein Engineering,2010-08-16,Sci Reports,Reports improvements in yield using novel reagent.
paper_065718c9f0,A study of Biosensors,2021-07-29,J. Med. Chem.,Reports improvements in efficacy using ML optimisation.
paper_bba01bfa0f,Engineering Bioprinting,2024-07-28,IEEE TBME,Reports improvements in stability using microfabrication.
paper_492b71f636,Engineering Robotic Prosthetics,2021-07-15,Nature Communications,Reports improvements in efficacy using ML optimisation.
paper_35d742e801,A study of Graphene Membranes,2021-01-06,J. Med. Chem.,Reports improvements in yield using microfabrication.
paper_9cb17c3ed7,Towards Graphene Membranes,2020-08-10,medRxiv,Reports improvements in efficacy using microfabrication.
paper_862695a183,Engineering Battery Chemistry,2022-03-25,Sci Reports,Reports improvements in safety using novel reagent.
paper_9f47efd9e0,On Diagnostic Imaging,2022-10-08,BioRxiv,Reports improvements in efficacy using microfabrication.
