patent_id,title,filing_date,assignee,abstract,claims
pat_815824f09a,Method for nanopore sequencing,2012-05-25,Independent Inventor,Claims a method improving selectivity using ML control.,"[""Claim 1: method step ..."", ""Claim 2: control algorithm ..."", ""Claim 3: method step ..."", ""Claim 4: composition ..."", ""Claim 5: control algorithm ...""]"
pat_a26a6527b1,Composition for battery chemistry,2015-09-04,OmicsCore SA,Claims a method improving yield using microchannels.,"[""Claim 1: control algorithm ..."", ""Claim 2: control algorithm ..."", ""Claim 3: system integration ..."", ""Claim 4: method step ..."", ""Claim 5: control algorithm ..."", ""Claim 6: method step ..."", ""Claim 7: control algorithm ..."", ""Claim 8: method step ..."", ""Claim 9: method step ..."", ""Claim 10: control algorithm ..."", ""Claim 11: control algorithm ..."", ""Claim 12: method step ...""]"
pat_d9c2a17004,System for mRNA therapeutics,2019-03-14,Univ. Tech Labs,Claims a composition improving throughput using microchannels.,"[""Claim 1: system integration ..."", ""Claim 2: composition ..."", ""Claim 3: method step ..."", ""Claim 4: control algorithm ..."", ""Claim 5: composition ..."", ""Claim 6: system integration ..."", ""Claim 7: system integration ..."", ""Claim 8: method step ..."", ""Claim 9: composition ..."", ""Claim 10: composition ..."", ""Claim 11: system integration ...""]"
pat_e8c8c51c74,Method for robotic prosthetics,2022-07-15,GlobalChem,Claims a method improving throughput using optimized buffer.,"[""Claim 1: control algorithm ..."", ""Claim 2: method step ..."", ""Claim 3: composition ..."", ""Claim 4: method step ..."", ""Claim 5: control algorithm ..."", ""Claim 6: method step ..."", ""Claim 7: method step ..."", ""Claim 8: control algorithm ..."", ""Claim 9: composition ..."", ""Claim 10: control algorithm ...""]"
pat_4c0040cafd,Composition for gene editing (CRISPR),2013-03-15,GlobalChem,Claims a composition improving selectivity using nanoporous films.,"[""Claim 1: system integration ..."", ""Claim 2: composition ..."", ""Claim 3: control algorithm ..."", ""Claim 4: control algorithm ..."", ""Claim 5: system integration ..."", ""Claim 6: method step ...""]"
pat_3886162caa,System for graphene membranes,2018-01-22,Univ. Tech Labs,Claims a method improving selectivity using optimized buffer.,"[""Claim 1: system integration ..."", ""Claim 2: method step ..."", ""Claim 3: system integration ..."", ""Claim 4: method step ..."", ""Claim 5: system integration ..."", ""Claim 6: composition ..."", ""Claim 7: method step ..."", ""Claim 8: method step ...""]"
pat_f59cc75da4,System for robotic prosthetics,2017-08-03,OmicsCore SA,Claims a novel apparatus improving stability using ML control.,"[""Claim 1: system integration ..."", ""Claim 2: control algorithm ..."", ""Claim 3: system integration ..."", ""Claim 4: composition ..."", ""Claim 5: control algorithm ..."", ""Claim 6: control algorithm ..."", ""Claim 7: composition ...""]"
pat_e66ccb11d7,Method for diagnostic imaging,2017-07-06,SpinOut Biotech,Claims a novel apparatus improving selectivity using ML control.,"[""Claim 1: method step ..."", ""Claim 2: method step ..."", ""Claim 3: method step ..."", ""Claim 4: control algorithm ..."", ""Claim 5: composition ..."", ""Claim 6: composition ..."", ""Claim 7: control algorithm ..."", ""Claim 8: composition ..."", ""Claim 9: system integration ..."", ""Claim 10: method step ..."", ""Claim 11: composition ...""]"
pat_52dfd14cfb,Device for diagnostic imaging,2016-04-29,DeepMaterials Inc,Claims a composition improving throughput using nanoporous films.,"[""Claim 1: method step ..."", ""Claim 2: control algorithm ..."", ""Claim 3: method step ..."", ""Claim 4: system integration ..."", ""Claim 5: method step ..."", ""Claim 6: control algorithm ..."", ""Claim 7: control algorithm ..."", ""Claim 8: method step ..."", ""Claim 9: method step ..."", ""Claim 10: system integration ..."", ""Claim 11: method step ..."", ""Claim 12: composition ...""]"
pat_c6f81fbc07,Method for nanopore sequencing,2013-01-24,Independent Inventor,Claims a method improving yield using optimized buffer.,"[""Claim 1: control algorithm ..."", ""Claim 2: method step ..."", ""Claim 3: system integration ..."", ""Claim 4: system integration ..."", ""Claim 5: method step ..."", ""Claim 6: control algorithm ..."", ""Claim 7: control algorithm ..."", ""Claim 8: method step ...""]"
pat_14013e0e73,Device for CAR-T manufacturing,2009-08-27,GlobalChem,Claims a method improving stability using ML control.,"[""Claim 1: composition ..."", ""Claim 2: method step ..."", ""Claim 3: composition ..."", ""Claim 4: composition ..."", ""Claim 5: control algorithm ..."", ""Claim 6: control algorithm ..."", ""Claim 7: composition ..."", ""Claim 8: method step ..."", ""Claim 9: system integration ..."", ""Claim 10: composition ...""]"
pat_abf7479e20,Device for lab-on-a-chip,2012-01-30,MedDevice Corp,Claims a composition improving throughput using nanoporous films.,"[""Claim 1: method step ..."", ""Claim 2: composition ..."", ""Claim 3: system integration ..."", ""Claim 4: control algorithm ..."", ""Claim 5: system integration ..."", ""Claim 6: composition ..."", ""Claim 7: control algorithm ..."", ""Claim 8: composition ..."", ""Claim 9: composition ..."", ""Claim 10: system integration ..."", ""Claim 11: composition ...""]"
pat_7b356843ae,Composition for biosensors,2021-07-18,MedDevice Corp,Claims a composition improving selectivity using microchannels.,"[""Claim 1: control algorithm ..."", ""Claim 2: system integration ..."", ""Claim 3: control algorithm ..."", ""Claim 4: method step ..."", ""Claim 5: control algorithm ...""]"
pat_82a13c7b1e,Device for mRNA therapeutics,2021-05-05,GlobalChem,Claims a novel apparatus improving stability using microchannels.,"[""Claim 1: control algorithm ..."", ""Claim 2: composition ..."", ""Claim 3: system integration ..."", ""Claim 4: method step ..."", ""Claim 5: method step ..."", ""Claim 6: composition ...""]"
pat_01bd8ff9b0,Method for CAR-T manufacturing,2019-12-22,Univ. Tech Labs,Claims a controller improving stability using ML control.,"[""Claim 1: method step ..."", ""Claim 2: system integration ..."", ""Claim 3: method step ..."", ""Claim 4: method step ..."", ""Claim 5: composition ..."", ""Claim 6: method step ..."", ""Claim 7: system integration ..."", ""Claim 8: composition ..."", ""Claim 9: control algorithm ..."", ""Claim 10: composition ..."", ""Claim 11: system integration ..."", ""Claim 12: method step ...""]"
pat_e96d161bb8,Device for lab-on-a-chip,2011-11-01,DeepMaterials Inc,Claims a composition improving stability using ML control.,"[""Claim 1: method step ..."", ""Claim 2: method step ..."", ""Claim 3: composition ..."", ""Claim 4: method step ..."", ""Claim 5: system integration ..."", ""Claim 6: control algorithm ..."", ""Claim 7: composition ..."", ""Claim 8: system integration ..."", ""Claim 9: composition ..."", ""Claim 10: composition ..."", ""Claim 11: method step ..."", ""Claim 12: system integration ...""]"
pat_23220d2ea3,System for robotic prosthetics,2015-04-03,Independent Inventor,Claims a novel apparatus improving throughput using nanoporous films.,"[""Claim 1: control algorithm ..."", ""Claim 2: composition ..."", ""Claim 3: system integration ..."", ""Claim 4: composition ..."", ""Claim 5: system integration ..."", ""Claim 6: method step ..."", ""Claim 7: system integration ..."", ""Claim 8: method step ..."", ""Claim 9: control algorithm ..."", ""Claim 10: control algorithm ...""]"
pat_6f92a702dc,Composition for CAR-T manufacturing,2010-12-09,SpinOut Biotech,Claims a controller improving stability using optimized buffer.,"[""Claim 1: method step ..."", ""Claim 2: composition ..."", ""Claim 3: composition ..."", ""Claim 4: composition ..."", ""Claim 5: method step ..."", ""Claim 6: method step ..."", ""Claim 7: system integration ...""]"
pat_53fcc0a30b,Composition for diagnostic imaging,2010-12-25,OmicsCore SA,Claims a controller improving selectivity using microchannels.,"[""Claim 1: control algorithm ..."", ""Claim 2: system integration ..."", ""Claim 3: composition ..."", ""Claim 4: method step ..."", ""Claim 5: control algorithm ..."", ""Claim 6: method step ..."", ""Claim 7: system integration ..."", ""Claim 8: composition ...""]"
pat_3c176e12d4,System for bioprinting,2018-04-02,GlobalChem,Claims a composition improving stability using ML control.,"[""Claim 1: system integration ..."", ""Claim 2: method step ..."", ""Claim 3: composition ..."", ""Claim 4: composition ..."", ""Claim 5: composition ..."", ""Claim 6: control algorithm ..."", ""Claim 7: system integration ...""]"
pat_7f31007c58,System for protein engineering,2024-12-31,DeepMaterials Inc,Claims a method improving stability using nanoporous films.,"[""Claim 1: composition ..."", ""Claim 2: system integration ..."", ""Claim 3: system integration ..."", ""Claim 4: control algorithm ..."", ""Claim 5: control algorithm ..."", ""Claim 6: control algorithm ..."", ""Claim 7: composition ..."", ""Claim 8: composition ...""]"
pat_5b04588699,Device for CAR-T manufacturing,2010-12-02,Univ. Tech Labs,Claims a method improving selectivity using ML control.,"[""Claim 1: system integration ..."", ""Claim 2: method step ..."", ""Claim 3: system integration ..."", ""Claim 4: method step ..."", ""Claim 5: method step ..."", ""Claim 6: composition ..."", ""Claim 7: composition ..."", ""Claim 8: composition ..."", ""Claim 9: composition ...""]"
pat_fd663ddb88,Composition for mRNA therapeutics,2010-08-27,DeepMaterials Inc,Claims a novel apparatus improving throughput using microchannels.,"[""Claim 1: composition ..."", ""Claim 2: system integration ..."", ""Claim 3: control algorithm ..."", ""Claim 4: method step ..."", ""Claim 5: composition ..."", ""Claim 6: method step ...""]"
pat_9c00cc6a10,System for bioprinting,2025-09-02,OmicsCore SA,Claims a controller improving selectivity using ML control.,"[""Claim 1: control algorithm ..."", ""Claim 2: method step ..."", ""Claim 3: composition ..."", ""Claim 4: composition ..."", ""Claim 5: method step ...""]"
pat_e14a02fe9a,Composition for lab-on-a-chip,2015-11-30,Independent Inventor,Claims a composition improving selectivity using microchannels.,"[""Claim 1: composition ..."", ""Claim 2: composition ..."", ""Claim 3: control algorithm ..."", ""Claim 4: control algorithm ..."", ""Claim 5: control algorithm ..."", ""Claim 6: composition ..."", ""Claim 7: control algorithm ..."", ""Claim 8: system integration ..."", ""Claim 9: system integration ..."", ""Claim 10: composition ..."", ""Claim 11: method step ...""]"
pat_5a5ac45ad6,Method for bioprinting,2014-11-02,GlobalChem,Claims a novel apparatus improving yield using nanoporous films.,"[""Claim 1: composition ..."", ""Claim 2: method step ..."", ""Claim 3: system integration ..."", ""Claim 4: system integration ..."", ""Claim 5: composition ..."", ""Claim 6: system integration ...""]"
pat_101975b6c2,Composition for diagnostic imaging,2019-07-17,OmicsCore SA,Claims a novel apparatus improving stability using optimized buffer.,"[""Claim 1: control algorithm ..."", ""Claim 2: system integration ..."", ""Claim 3: control algorithm ..."", ""Claim 4: system integration ..."", ""Claim 5: system integration ..."", ""Claim 6: system integration ..."", ""Claim 7: composition ..."", ""Claim 8: method step ...""]"
pat_f3a027c230,Method for robotic prosthetics,2025-10-14,GlobalChem,Claims a controller improving stability using nanoporous films.,"[""Claim 1: system integration ..."", ""Claim 2: method step ..."", ""Claim 3: system integration ..."", ""Claim 4: control algorithm ..."", ""Claim 5: method step ..."", ""Claim 6: composition ...""]"
pat_363c252767,Composition for lab-on-a-chip,2014-12-25,GlobalChem,Claims a controller improving stability using nanoporous films.,"[""Claim 1: system integration ..."", ""Claim 2: composition ..."", ""Claim 3: composition ..."", ""Claim 4: method step ..."", ""Claim 5: composition ..."", ""Claim 6: method step ..."", ""Claim 7: system integration ..."", ""Claim 8: system integration ..."", ""Claim 9: control algorithm ..."", ""Claim 10: method step ..."", ""Claim 11: method step ...""]"
pat_e0afe98dda,Method for bioreactor control,2018-12-22,GlobalChem,Claims a novel apparatus improving stability using nanoporous films.,"[""Claim 1: system integration ..."", ""Claim 2: system integration ..."", ""Claim 3: control algorithm ..."", ""Claim 4: system integration ..."", ""Claim 5: system integration ...""]"
pat_6b90840f41,Method for nanopore sequencing,2019-12-25,GlobalChem,Claims a novel apparatus improving stability using nanoporous films.,"[""Claim 1: control algorithm ..."", ""Claim 2: control algorithm ..."", ""Claim 3: control algorithm ..."", ""Claim 4: composition ..."", ""Claim 5: method step ..."", ""Claim 6: system integration ..."", ""Claim 7: system integration ..."", ""Claim 8: method step ..."", ""Claim 9: method step ..."", ""Claim 10: control algorithm ...""]"
pat_0094c8bb2b,Composition for mRNA therapeutics,2018-08-31,SpinOut Biotech,Claims a controller improving throughput using ML control.,"[""Claim 1: control algorithm ..."", ""Claim 2: method step ..."", ""Claim 3: method step ..."", ""Claim 4: control algorithm ..."", ""Claim 5: method step ...""]"
pat_34bde4ca87,Device for graphene membranes,2018-10-19,MedDevice Corp,Claims a controller improving throughput using optimized buffer.,"[""Claim 1: control algorithm ..."", ""Claim 2: composition ..."", ""Claim 3: composition ..."", ""Claim 4: control algorithm ..."", ""Claim 5: system integration ..."", ""Claim 6: control algorithm ..."", ""Claim 7: system integration ...""]"
pat_112c232c8d,Composition for robotic prosthetics,2021-03-27,MedDevice Corp,Claims a controller improving stability using microchannels.,"[""Claim 1: system integration ..."", ""Claim 2: method step ..."", ""Claim 3: control algorithm ..."", ""Claim 4: method step ..."", ""Claim 5: composition ..."", ""Claim 6: method step ..."", ""Claim 7: system integration ..."", ""Claim 8: composition ..."", ""Claim 9: composition ..."", ""Claim 10: method step ...""]"
pat_07c09c46d1,Device for nanopore sequencing,2022-03-26,Independent Inventor,Claims a novel apparatus improving yield using ML control.,"[""Claim 1: system integration ..."", ""Claim 2: system integration ..."", ""Claim 3: system integration ..."", ""Claim 4: system integration ..."", ""Claim 5: method step ...""]"
pat_3c609ef67e,Composition for wearable health sensors,2019-02-17,MedDevice Corp,Claims a novel apparatus improving yield using ML control.,"[""Claim 1: system integration ..."", ""Claim 2: control algorithm ..."", ""Claim 3: composition ..."", ""Claim 4: control algorithm ..."", ""Claim 5: control algorithm ..."", ""Claim 6: method step ...""]"
pat_da9cec8313,System for lab-on-a-chip,2022-07-25,SpinOut Biotech,Claims a controller improving yield using nanoporous films.,"[""Claim 1: system integration ..."", ""Claim 2: method step ..."", ""Claim 3: method step ..."", ""Claim 4: control algorithm ..."", ""Claim 5: control algorithm ..."", ""Claim 6: composition ..."", ""Claim 7: control algorithm ..."", ""Claim 8: composition ..."", ""Claim 9: composition ..."", ""Claim 10: method step ..."", ""Claim 11: composition ..."", ""Claim 12: system integration ...""]"
pat_c3cd704608,Composition for AI-driven medicinal chemistry,2020-12-13,DeepMaterials Inc,Claims a novel apparatus improving yield using nanoporous films.,"[""Claim 1: method step ..."", ""Claim 2: composition ..."", ""Claim 3: composition ..."", ""Claim 4: composition ..."", ""Claim 5: system integration ..."", ""Claim 6: method step ..."", ""Claim 7: composition ...""]"
pat_7ad3a1f9e8,Composition for solid-state cooling,2025-05-05,SpinOut Biotech,Claims a composition improving selectivity using nanoporous films.,"[""Claim 1: system integration ..."", ""Claim 2: control algorithm ..."", ""Claim 3: composition ..."", ""Claim 4: method step ..."", ""Claim 5: method step ...""]"
pat_d80e60d24f,System for graphene membranes,2009-03-14,GlobalChem,Claims a novel apparatus improving selectivity using microchannels.,"[""Claim 1: method step ..."", ""Claim 2: system integration ..."", ""Claim 3: composition ..."", ""Claim 4: composition ..."", ""Claim 5: method step ..."", ""Claim 6: composition ..."", ""Claim 7: composition ..."", ""Claim 8: composition ..."", ""Claim 9: system integration ..."", ""Claim 10: control algorithm ...""]"
pat_593309c038,Method for microfluidics,2012-05-27,DeepMaterials Inc,Claims a controller improving selectivity using ML control.,"[""Claim 1: system integration ..."", ""Claim 2: control algorithm ..."", ""Claim 3: control algorithm ..."", ""Claim 4: system integration ..."", ""Claim 5: composition ..."", ""Claim 6: system integration ..."", ""Claim 7: method step ..."", ""Claim 8: control algorithm ..."", ""Claim 9: method step ..."", ""Claim 10: system integration ...""]"
pat_5ce87e13e4,System for solid-state cooling,2008-09-06,MedDevice Corp,Claims a novel apparatus improving yield using ML control.,"[""Claim 1: control algorithm ..."", ""Claim 2: control algorithm ..."", ""Claim 3: method step ..."", ""Claim 4: control algorithm ..."", ""Claim 5: system integration ..."", ""Claim 6: method step ..."", ""Claim 7: control algorithm ..."", ""Claim 8: composition ..."", ""Claim 9: control algorithm ..."", ""Claim 10: method step ..."", ""Claim 11: method step ...""]"
pat_feb0876315,Method for nanopore sequencing,2008-10-09,GlobalChem,Claims a controller improving stability using optimized buffer.,"[""Claim 1: control algorithm ..."", ""Claim 2: control algorithm ..."", ""Claim 3: control algorithm ..."", ""Claim 4: system integration ..."", ""Claim 5: composition ..."", ""Claim 6: system integration ...""]"
pat_9b1d5f7da0,Method for single-cell multiomics,2012-02-18,Independent Inventor,Claims a controller improving selectivity using nanoporous films.,"[""Claim 1: system integration ..."", ""Claim 2: control algorithm ..."", ""Claim 3: control algorithm ..."", ""Claim 4: control algorithm ..."", ""Claim 5: method step ..."", ""Claim 6: control algorithm ..."", ""Claim 7: control algorithm ..."", ""Claim 8: system integration ..."", ""Claim 9: composition ...""]"
pat_8c75577061,Method for microfluidics,2021-07-19,Univ. Tech Labs,Claims a method improving stability using ML control.,"[""Claim 1: control algorithm ..."", ""Claim 2: method step ..."", ""Claim 3: control algorithm ..."", ""Claim 4: composition ..."", ""Claim 5: system integration ..."", ""Claim 6: system integration ..."", ""Claim 7: composition ..."", ""Claim 8: control algorithm ..."", ""Claim 9: method step ..."", ""Claim 10: system integration ..."", ""Claim 11: method step ...""]"
pat_caa97c8eb6,Device for biosensors,2025-03-10,SpinOut Biotech,Claims a composition improving stability using nanoporous films.,"[""Claim 1: method step ..."", ""Claim 2: system integration ..."", ""Claim 3: composition ..."", ""Claim 4: control algorithm ..."", ""Claim 5: composition ..."", ""Claim 6: method step ..."", ""Claim 7: system integration ..."", ""Claim 8: composition ..."", ""Claim 9: composition ..."", ""Claim 10: method step ...""]"
pat_372396ddd0,Device for lab-on-a-chip,2013-03-16,MedDevice Corp,Claims a method improving selectivity using ML control.,"[""Claim 1: method step ..."", ""Claim 2: method step ..."", ""Claim 3: control algorithm ..."", ""Claim 4: method step ..."", ""Claim 5: system integration ...""]"
pat_638c2d5dc4,Composition for diagnostic imaging,2011-12-26,MedDevice Corp,Claims a novel apparatus improving yield using optimized buffer.,"[""Claim 1: control algorithm ..."", ""Claim 2: composition ..."", ""Claim 3: method step ..."", ""Claim 4: method step ..."", ""Claim 5: control algorithm ..."", ""Claim 6: system integration ..."", ""Claim 7: control algorithm ..."", ""Claim 8: composition ..."", ""Claim 9: system integration ..."", ""Claim 10: method step ..."", ""Claim 11: method step ..."", ""Claim 12: control algorithm ...""]"
pat_0f8ecf5514,Device for mRNA therapeutics,2018-05-31,Independent Inventor,Claims a composition improving selectivity using optimized buffer.,"[""Claim 1: composition ..."", ""Claim 2: control algorithm ..."", ""Claim 3: control algorithm ..."", ""Claim 4: system integration ..."", ""Claim 5: control algorithm ..."", ""Claim 6: system integration ..."", ""Claim 7: control algorithm ..."", ""Claim 8: system integration ...""]"
pat_8294116f0e,System for single-cell multiomics,2024-11-24,SpinOut Biotech,Claims a method improving yield using nanoporous films.,"[""Claim 1: system integration ..."", ""Claim 2: composition ..."", ""Claim 3: control algorithm ..."", ""Claim 4: composition ..."", ""Claim 5: composition ..."", ""Claim 6: system integration ..."", ""Claim 7: method step ..."", ""Claim 8: control algorithm ..."", ""Claim 9: control algorithm ...""]"
pat_95029600b9,Composition for battery chemistry,2008-09-22,Univ. Tech Labs,Claims a composition improving throughput using nanoporous films.,"[""Claim 1: control algorithm ..."", ""Claim 2: composition ..."", ""Claim 3: system integration ..."", ""Claim 4: system integration ..."", ""Claim 5: composition ..."", ""Claim 6: control algorithm ..."", ""Claim 7: method step ..."", ""Claim 8: control algorithm ..."", ""Claim 9: system integration ...""]"
pat_2860420dda,System for bioreactor control,2023-06-21,SpinOut Biotech,Claims a composition improving selectivity using optimized buffer.,"[""Claim 1: method step ..."", ""Claim 2: method step ..."", ""Claim 3: system integration ..."", ""Claim 4: method step ..."", ""Claim 5: system integration ..."", ""Claim 6: system integration ..."", ""Claim 7: control algorithm ..."", ""Claim 8: method step ..."", ""Claim 9: composition ..."", ""Claim 10: system integration ..."", ""Claim 11: composition ..."", ""Claim 12: system integration ...""]"
pat_56a4759546,Composition for nanopore sequencing,2019-08-09,OmicsCore SA,Claims a composition improving throughput using microchannels.,"[""Claim 1: method step ..."", ""Claim 2: composition ..."", ""Claim 3: control algorithm ..."", ""Claim 4: control algorithm ..."", ""Claim 5: composition ..."", ""Claim 6: control algorithm ..."", ""Claim 7: method step ..."", ""Claim 8: system integration ..."", ""Claim 9: composition ..."", ""Claim 10: control algorithm ..."", ""Claim 11: control algorithm ...""]"
pat_f22750bbd2,System for bioreactor control,2022-11-28,Univ. Tech Labs,Claims a method improving stability using ML control.,"[""Claim 1: composition ..."", ""Claim 2: system integration ..."", ""Claim 3: control algorithm ..."", ""Claim 4: system integration ..."", ""Claim 5: system integration ..."", ""Claim 6: system integration ..."", ""Claim 7: composition ..."", ""Claim 8: control algorithm ..."", ""Claim 9: composition ..."", ""Claim 10: method step ..."", ""Claim 11: method step ..."", ""Claim 12: control algorithm ...""]"
pat_2978e812fd,Composition for CAR-T manufacturing,2016-05-22,Independent Inventor,Claims a novel apparatus improving yield using microchannels.,"[""Claim 1: control algorithm ..."", ""Claim 2: system integration ..."", ""Claim 3: system integration ..."", ""Claim 4: system integration ..."", ""Claim 5: system integration ..."", ""Claim 6: method step ..."", ""Claim 7: method step ..."", ""Claim 8: composition ..."", ""Claim 9: control algorithm ...""]"
pat_715c74e4c9,System for photovoltaic perovskites,2019-06-26,MedDevice Corp,Claims a composition improving selectivity using ML control.,"[""Claim 1: method step ..."", ""Claim 2: method step ..."", ""Claim 3: system integration ..."", ""Claim 4: method step ..."", ""Claim 5: control algorithm ..."", ""Claim 6: control algorithm ..."", ""Claim 7: method step ..."", ""Claim 8: system integration ..."", ""Claim 9: control algorithm ..."", ""Claim 10: method step ..."", ""Claim 11: control algorithm ..."", ""Claim 12: control algorithm ...""]"
pat_2a426c0135,Composition for microfluidics,2009-01-14,Independent Inventor,Claims a controller improving throughput using optimized buffer.,"[""Claim 1: method step ..."", ""Claim 2: composition ..."", ""Claim 3: method step ..."", ""Claim 4: composition ..."", ""Claim 5: system integration ..."", ""Claim 6: control algorithm ...""]"
pat_460bb7fa87,System for graphene membranes,2010-10-06,GlobalChem,Claims a composition improving stability using ML control.,"[""Claim 1: method step ..."", ""Claim 2: method step ..."", ""Claim 3: composition ..."", ""Claim 4: control algorithm ..."", ""Claim 5: system integration ..."", ""Claim 6: composition ..."", ""Claim 7: composition ..."", ""Claim 8: control algorithm ..."", ""Claim 9: composition ..."", ""Claim 10: control algorithm ..."", ""Claim 11: system integration ..."", ""Claim 12: composition ...""]"
pat_d49ad6ca62,Method for bioprinting,2022-02-27,Univ. Tech Labs,Claims a method improving throughput using ML control.,"[""Claim 1: control algorithm ..."", ""Claim 2: composition ..."", ""Claim 3: method step ..."", ""Claim 4: system integration ..."", ""Claim 5: composition ..."", ""Claim 6: control algorithm ..."", ""Claim 7: system integration ..."", ""Claim 8: composition ...""]"
pat_9824c1cb65,Method for AI-driven medicinal chemistry,2019-12-18,DeepMaterials Inc,Claims a controller improving throughput using microchannels.,"[""Claim 1: composition ..."", ""Claim 2: composition ..."", ""Claim 3: control algorithm ..."", ""Claim 4: system integration ..."", ""Claim 5: method step ..."", ""Claim 6: system integration ..."", ""Claim 7: composition ..."", ""Claim 8: method step ..."", ""Claim 9: composition ..."", ""Claim 10: method step ..."", ""Claim 11: control algorithm ...""]"
pat_3bbe39847f,Device for CAR-T manufacturing,2013-10-09,Independent Inventor,Claims a method improving selectivity using microchannels.,"[""Claim 1: composition ..."", ""Claim 2: control algorithm ..."", ""Claim 3: system integration ..."", ""Claim 4: composition ..."", ""Claim 5: composition ...""]"
pat_d2b53b1797,Device for graphene membranes,2024-08-26,OmicsCore SA,Claims a composition improving selectivity using optimized buffer.,"[""Claim 1: method step ..."", ""Claim 2: system integration ..."", ""Claim 3: composition ..."", ""Claim 4: composition ..."", ""Claim 5: system integration ...""]"
pat_d46d370d60,Composition for single-cell multiomics,2020-06-06,GlobalChem,Claims a novel apparatus improving selectivity using optimized buffer.,"[""Claim 1: method step ..."", ""Claim 2: composition ..."", ""Claim 3: method step ..."", ""Claim 4: method step ..."", ""Claim 5: system integration ..."", ""Claim 6: system integration ..."", ""Claim 7: system integration ...""]"
pat_5959bf75f7,System for gene editing (CRISPR),2012-07-01,Independent Inventor,Claims a controller improving stability using nanoporous films.,"[""Claim 1: control algorithm ..."", ""Claim 2: composition ..."", ""Claim 3: control algorithm ..."", ""Claim 4: composition ..."", ""Claim 5: method step ..."", ""Claim 6: method step ..."", ""Claim 7: method step ..."", ""Claim 8: system integration ..."", ""Claim 9: method step ...""]"
pat_470d1eba88,Method for robotic prosthetics,2009-08-21,MedDevice Corp,Claims a controller improving yield using ML control.,"[""Claim 1: control algorithm ..."", ""Claim 2: system integration ..."", ""Claim 3: system integration ..."", ""Claim 4: system integration ..."", ""Claim 5: control algorithm ..."", ""Claim 6: control algorithm ...""]"
pat_27b5c43010,Composition for CAR-T manufacturing,2021-12-09,MedDevice Corp,Claims a controller improving throughput using ML control.,"[""Claim 1: system integration ..."", ""Claim 2: method step ..."", ""Claim 3: system integration ..."", ""Claim 4: control algorithm ..."", ""Claim 5: system integration ..."", ""Claim 6: control algorithm ..."", ""Claim 7: composition ..."", ""Claim 8: method step ..."", ""Claim 9: control algorithm ...""]"
pat_8eace155f2,System for gene editing (CRISPR),2015-12-11,OmicsCore SA,Claims a composition improving selectivity using microchannels.,"[""Claim 1: control algorithm ..."", ""Claim 2: method step ..."", ""Claim 3: composition ..."", ""Claim 4: method step ..."", ""Claim 5: control algorithm ..."", ""Claim 6: control algorithm ...""]"
pat_36e5b09504,System for robotic prosthetics,2016-08-08,OmicsCore SA,Claims a method improving selectivity using nanoporous films.,"[""Claim 1: method step ..."", ""Claim 2: system integration ..."", ""Claim 3: composition ..."", ""Claim 4: control algorithm ..."", ""Claim 5: control algorithm ...""]"
pat_2fa94a4980,Composition for battery chemistry,2017-08-09,SpinOut Biotech,Claims a composition improving throughput using ML control.,"[""Claim 1: system integration ..."", ""Claim 2: system integration ..."", ""Claim 3: system integration ..."", ""Claim 4: control algorithm ..."", ""Claim 5: system integration ..."", ""Claim 6: method step ..."", ""Claim 7: system integration ...""]"
pat_e19b77c80f,Method for bioreactor control,2011-02-16,Independent Inventor,Claims a novel apparatus improving selectivity using ML control.,"[""Claim 1: method step ..."", ""Claim 2: system integration ..."", ""Claim 3: control algorithm ..."", ""Claim 4: system integration ..."", ""Claim 5: system integration ..."", ""Claim 6: system integration ..."", ""Claim 7: method step ..."", ""Claim 8: composition ...""]"
pat_12d631fd73,Method for gene editing (CRISPR),2015-03-02,MedDevice Corp,Claims a novel apparatus improving throughput using optimized buffer.,"[""Claim 1: control algorithm ..."", ""Claim 2: control algorithm ..."", ""Claim 3: control algorithm ..."", ""Claim 4: control algorithm ..."", ""Claim 5: control algorithm ..."", ""Claim 6: composition ..."", ""Claim 7: method step ..."", ""Claim 8: control algorithm ..."", ""Claim 9: system integration ..."", ""Claim 10: system integration ...""]"
pat_e8401e90de,Composition for wearable health sensors,2009-01-30,GlobalChem,Claims a method improving yield using microchannels.,"[""Claim 1: composition ..."", ""Claim 2: control algorithm ..."", ""Claim 3: control algorithm ..."", ""Claim 4: composition ..."", ""Claim 5: method step ..."", ""Claim 6: method step ...""]"
pat_20bdb467fc,Method for lab-on-a-chip,2025-06-30,SpinOut Biotech,Claims a controller improving selectivity using microchannels.,"[""Claim 1: system integration ..."", ""Claim 2: system integration ..."", ""Claim 3: control algorithm ..."", ""Claim 4: control algorithm ..."", ""Claim 5: system integration ..."", ""Claim 6: method step ...""]"
pat_4308b4d9fd,Method for bioreactor control,2017-11-04,Univ. Tech Labs,Claims a composition improving throughput using nanoporous films.,"[""Claim 1: composition ..."", ""Claim 2: composition ..."", ""Claim 3: control algorithm ..."", ""Claim 4: control algorithm ..."", ""Claim 5: system integration ..."", ""Claim 6: composition ..."", ""Claim 7: system integration ..."", ""Claim 8: control algorithm ..."", ""Claim 9: control algorithm ..."", ""Claim 10: control algorithm ...""]"
