disclosure_id,title,summary,inventors,date
disc_628323b3e6,Invention disclosure — lab-on-a-chip,Describes device prototype for drug discovery.,"[""Inventor 288"", ""Inventor 119"", ""Inventor 354""]",2025-12-06
disc_1ccd58131c,Invention disclosure — biosensors,Describes novel assay for diagnostics.,"[""Inventor 431"", ""Inventor 333"", ""Inventor 208""]",2024-09-23
disc_5777abdc65,Invention disclosure — wearable health sensors,Describes software pipeline for manufacturing.,"[""Inventor 105"", ""Inventor 31""]",2019-01-14
disc_ed9dbe2ca5,Invention disclosure — graphene membranes,Describes device prototype for drug discovery.,"[""Inventor 257""]",2019-06-30
disc_8aedb9a6b0,Invention disclosure — lab-on-a-chip,Describes software pipeline for diagnostics.,"[""Inventor 351""]",2024-10-02
disc_2a7cb5635a,Invention disclosure — mRNA therapeutics,Describes software pipeline for manufacturing.,"[""Inventor 322""]",2019-05-18
disc_ce326f5184,Invention disclosure — graphene membranes,Describes device prototype for drug discovery.,"[""Inventor 266"", ""Inventor 379"", ""Inventor 489""]",2020-03-08
disc_0917c620d7,Invention disclosure — photovoltaic perovskites,Describes software pipeline for manufacturing.,"[""Inventor 232""]",2023-06-24
disc_a0e166eb57,Invention disclosure — nanopore sequencing,Describes software pipeline for biofabrication.,"[""Inventor 484""]",2021-09-25
disc_f08b112119,Invention disclosure — nanopore sequencing,Describes software pipeline for manufacturing.,"[""Inventor 66""]",2022-10-24
disc_d87214042d,Invention disclosure — gene editing (CRISPR),Describes device prototype for biofabrication.,"[""Inventor 285"", ""Inventor 66""]",2023-01-06
disc_83790432e3,Invention disclosure — lab-on-a-chip,Describes device prototype for diagnostics.,"[""Inventor 31""]",2019-11-21
disc_c4aab5015f,Invention disclosure — solid-state cooling,Describes device prototype for diagnostics.,"[""Inventor 486"", ""Inventor 445""]",2025-11-08
disc_d7415b34ff,Invention disclosure — mRNA therapeutics,Describes novel assay for biofabrication.,"[""Inventor 45"", ""Inventor 565"", ""Inventor 60""]",2023-03-18
disc_6d9033307f,Invention disclosure — microfluidics,Describes software pipeline for drug discovery.,"[""Inventor 19"", ""Inventor 148""]",2020-09-11
disc_e1ef06f1e1,Invention disclosure — protein engineering,Describes novel assay for manufacturing.,"[""Inventor 512""]",2021-12-31
disc_3dd0729e81,Invention disclosure — biosensors,Describes device prototype for drug discovery.,"[""Inventor 431"", ""Inventor 295""]",2024-06-15
disc_5ac56d18be,Invention disclosure — single-cell multiomics,Describes software pipeline for manufacturing.,"[""Inventor 331""]",2025-10-23
disc_8c276a34e0,Invention disclosure — CAR-T manufacturing,Describes device prototype for drug discovery.,"[""Inventor 93""]",2022-05-01
disc_c6f9ff2b79,Invention disclosure — solid-state cooling,Describes software pipeline for drug discovery.,"[""Inventor 511""]",2021-10-31
